;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 22:35:31.453
;Uptime, 4,sec,  Vbat, 1422, mv, EOL, 1100, mv
;SampleRate, 100,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
6.67172,555,-384,1656
6.76971,294,121,1580
6.86739,-134,-572,2178
6.96537,-125,-486,2047
6.106537,155,49,1671
6.116305,351,-95,1801
6.126104,403,105,1783
6.135902,207,403,1824
6.145671,-47,266,2062
6.155671,-84,387,1899
6.165469,126,389,1655
6.175237,457,166,1665
6.185036,414,607,1630
6.194804,-34,1005,1780
6.204804,-170,705,2019
6.214602,160,612,1773
6.224370,442,812,1401
6.234169,330,878,1449
6.243937,-42,958,1735
6.253937,-186,1023,1844
6.263736,58,1049,1644
6.273504,305,1112,1398
6.283302,269,1094,1394
6.293070,51,1064,1555
6.303070,-61,1153,1614
6.312869,64,1215,1526
6.322637,232,1223,1419
6.332436,239,1285,1362
6.342204,103,1346,1389
6.352204,23,1340,1426
6.362002,82,1331,1378
6.371770,160,1346,1314
6.381569,171,1356,1306
6.391368,126,1381,1333
6.401368,67,1415,1348
6.411136,78,1414,1324
6.420934,133,1385,1294
6.430702,141,1362,1255
6.440501,110,1389,1212
6.450501,74,1408,1226
6.460269,46,1408,1249
6.470067,60,1585,1215
6.479866,103,1755,1223
6.489634,110,1658,1224
6.499634,98,1626,1123
6.509433,107,1662,1087
6.519201,112,1556,1158
6.528999,83,1512,1199
6.538767,60,1556,1182
6.548767,74,1564,1146
6.558566,87,1562,1142
6.568365,94,1558,1176
6.578133,121,1560,1185
6.587931,119,1573,1151
6.597931,76,1551,1153
6.607699,64,1506,1190
6.617498,92,1478,1189
6.627266,94,1480,1189
6.637065,98,1506,1219
6.647065,116,1465,1224
6.656833,108,1421,1248
6.666631,116,1499,1267
6.676430,114,1546,1278
6.686198,94,1480,1323
6.696198,99,1449,1321
6.705996,92,1458,1289
6.715765,87,1394,1317
6.725563,119,1289,1394
6.735331,137,1269,1426
6.745331,91,1315,1419
6.755130,51,1303,1485
6.764898,74,1201,1562
6.774696,117,1107,1540
6.784495,207,1048,1480
6.794495,319,989,1483
6.804263,255,1040,1571
6.814062,21,1096,1719
6.823830,-74,914,1810
6.833628,87,646,1721
6.843628,344,521,1574
6.853396,416,662,1558
6.863195,149,914,1756
6.872994,-109,782,2026
6.882762,32,296,2040
6.892762,362,62,1760
6.902560,403,257,1574
6.912359,144,480,1764
6.922127,21,260,2149
6.931925,105,-104,2160
6.941925,194,-149,1774
6.951693,264,-272,1810
6.961492,235,-331,1987
6.971291,235,-211,1851
6.981059,248,-375,1876
6.991059,66,-508,1828
7.857,33,-800,1915
7.10625,235,-1138,2081
7.20424,351,-922,1660
7.30192,349,-829,1460
7.40192,205,-965,1621
7.49991,51,-1208,1771
7.59789,21,-1486,1851
7.69557,69,-1349,1448
7.79356,228,-1507,1326
7.89356,253,-1684,1314
7.99124,121,-1502,924
7.108922,133,-1913,1115
7.118691,157,-1841,1069
7.128489,51,-1620,567
7.138489,-36,-2220,771
7.148288,73,-1754,610
7.158056,-65,-2395,151
7.167854,-268,-3502,5
7.177622,92,-2109,-433
7.187622,249,-1981,-259
7.197421,24,-2659,16
7.207189,-92,-2184,-299
7.216988,-92,-2148,-411
7.226786,-17,-2307,-488
7.236786,5,-2209,-638
7.246554,-50,-2141,-738
7.256353,-84,-2091,-809
7.266121,-63,-2004,-863
7.275920,-24,-1979,-977
7.285920,60,-1816,-1020
7.295718,82,-1700,-1129
7.305486,19,-1827,-1349
7.315285,-42,-1741,-1338
7.325053,-177,-1666,-1320
7.335053,-275,-1686,-1491
7.344851,-238,-1482,-1577
7.354619,-117,-1395,-1557
7.364418,17,-1361,-1524
7.374217,46,-1159,-1538
7.384217,0,-1109,-1709
7.393985,-68,-1100,-1809
7.403783,-100,-1015,-1695
7.413551,-93,-1011,-1749
7.423350,-190,-947,-1861
7.433350,-299,-863,-1791
