;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 00:19:30.482
;Uptime, 4,sec,  Vbat, 1430, mv, EOL, 1100, mv
;SampleRate, 200,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
2.166717,-24,-281,765
2.171572,-229,223,971
2.176427,28,-629,49
2.181427,48,-609,-8
2.186312,-308,403,648
2.191167,-183,251,607
2.196167,205,-31,46
2.201022,285,187,-154
2.205876,46,444,92
2.210876,-90,599,8
2.215731,289,333,-442
2.220586,339,649,-258
2.225586,-158,1256,-120
2.230441,16,837,39
2.235295,212,960,-592
2.240295,-363,1476,-2741
2.245150,-252,1326,-1108
2.250005,44,2306,235
2.255005,146,2305,-1970
2.259890,639,1244,-636
2.264745,448,2026,-731
2.269745,98,2072,-2066
2.274600,-131,1174,-822
2.279454,-865,2285,-3284
2.284454,-406,1865,-2877
2.289309,237,310,-206
2.294164,-583,1596,-3773
2.299164,-352,1946,-4718
2.304019,333,957,-2056
2.308873,217,603,-2243
2.313873,294,560,-3961
2.318728,241,380,-4175
2.323583,148,126,-3052
2.328583,80,664,-4234
2.333437,-43,251,-5102
2.338292,-90,-381,-3054
2.343292,-183,144,-4211
2.348177,-193,-352,-5986
2.353032,-163,-670,-3488
2.358032,-122,-406,-3618
2.362887,-29,-1247,-5150
2.367742,-2,-1324,-3552
2.372742,39,-1241,-3063
2.377596,89,-2382,-4321
2.382451,66,-2382,-3925
2.387451,-20,-1682,-2706
2.392306,-147,-2159,-2984
2.397161,-208,-2127,-3291
2.402161,-206,-2000,-2689
2.407015,-193,-2466,-2832
2.411870,-95,-1227,-2061
2.416870,53,-1775,-984
2.421725,-109,-3945,-2782
2.426580,-329,-1752,-2404
2.431580,10,-663,19
2.436434,260,-2989,-1077
2.441289,80,-2629,-2127
2.446289,135,-1459,-427
2.450806,176,-2063,548
2.456057,-136,-2347,-661
2.460912,-372,-2098,-602
2.465912,-406,-2302,976
2.470767,-277,-1843,307
2.475621,-133,-1347,-508
2.480621,-122,-1902,530
2.485476,-25,-1406,719
2.490331,96,-604,223
2.495331,-45,-991,-245
2.500185,-333,-1475,133
2.505040,-245,-593,1144
2.510040,74,107,680
2.514925,74,-1177,91
2.519412,-263,-758,535
2.524663,-509,403,708
2.529663,-150,-643,589
2.534518,-34,-40,848
2.539373,-129,637,398
2.544373,521,-822,-434
2.549227,653,233,273
2.554082,255,1189,898
2.559082,17,123,180
2.563937,-220,649,82
2.568791,-17,507,-50
2.573791,-22,228,-645
2.578677,-438,1356,-354
2.583531,-240,1198,569
2.588531,-268,1205,-236
2.593386,-599,1187,-2907
2.598241,210,657,-1140
2.603241,474,2180,873
2.608096,364,2758,-1824
2.612950,721,2049,-1188
2.617950,551,1767,965
2.622805,271,1698,-1656
2.627660,-49,1989,-2643
2.632660,-195,1480,-693
2.637515,-652,1872,-2482
2.642369,-613,1698,-2511
2.647369,-283,749,-1543
2.652224,-734,1481,-3488
2.657079,-429,1621,-2888
2.662079,-8,1396,-2809
2.666934,164,987,-3054
2.671788,564,749,-2909
2.676788,335,865,-4245
2.681643,116,-283,-2977
2.686498,312,119,-3318
2.691498,260,683,-5243
2.696352,-9,-397,-3525
2.701207,-138,-304,-3514
2.706207,-233,-447,-5162
2.711062,-461,-963,-4243
2.715917,-472,-593,-3532
2.720917,-288,-547,-4195
2.725802,-131,-1058,-4437
2.730657,-117,-1241,-3846
2.735657,-83,-915,-2875
2.740511,342,-1550,-3075
2.745366,423,-2632,-3798
2.750366,23,-2481,-3072
2.755221,-138,-1718,-2002
2.760076,-356,-1827,-2057
2.765076,-649,-3391,-3330
2.769930,-486,-2681,-3625
2.774785,5,-100,-1049
2.779785,228,-1995,-170
2.784640,-24,-4023,-3347
2.789495,-193,-1363,-2336
2.794495,14,-1088,1074
2.799349,55,-3048,-1393
2.804204,-84,-2418,-2259
2.809204,-61,-1834,560
2.814059,-211,-2265,342
2.818914,-395,-2668,-483
2.823914,-468,-2165,92
2.828768,-488,-1411,344
2.833623,-4,-2056,278
2.838623,319,-1740,-52
2.843508,128,-988,-17
2.848363,180,-1475,494
